column1,camis,violation_code,violation_description,action,score,inspection_type,grade,grade_date,inspection_date,critical_flag,record_date
12324,50017938,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2020-01-18 00:00:00.0000000,2020-01-18 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12325,50006735,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2019-09-05 00:00:00.0000000,2019-09-05 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12326,50057057,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,27,Cycle Inspection / Initial Inspection,NULL,NULL,2020-02-05 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12327,50076145,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,40,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2020-03-04 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12328,41145911,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,23,Cycle Inspection / Initial Inspection,NULL,NULL,2021-11-30 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12329,40748570,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2021-07-23 00:00:00.0000000,2021-07-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12330,50096595,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,25,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2020-01-30 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12331,50000918,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Violations were cited in the following area(s).,4,Cycle Inspection / Initial Inspection,A,2019-06-20 00:00:00.0000000,2019-06-20 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12332,50115562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900-01-01 00:00:00.0000000,Not Applicable,2022-08-27 06:00:16.0000000
12333,41406985,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,8,Cycle Inspection / Re-inspection,A,2017-11-16 00:00:00.0000000,2017-11-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12334,50109424,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 165º F or above within 2 hours.,Violations were cited in the following area(s).,0,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2022-05-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12335,50036900,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,39,Cycle Inspection / Initial Inspection,NULL,NULL,2020-02-19 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12336,41662362,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,NULL,NULL,2021-08-17 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12337,50101055,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,41,Pre-permit (Operational) / Reopening Inspection,NULL,NULL,2021-10-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12338,50001778,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2017-01-10 00:00:00.0000000,2017-01-10 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12339,41147597,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,45,Cycle Inspection / Initial Inspection,NULL,NULL,2019-07-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12340,40560302,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,13,Cycle Inspection / Initial Inspection,A,2019-05-31 00:00:00.0000000,2019-05-31 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12341,50086736,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,23,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2019-01-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12342,50075118,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,50,Cycle Inspection / Re-inspection,C,2018-07-16 00:00:00.0000000,2018-07-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12343,40600383,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,9,Cycle Inspection / Initial Inspection,A,2019-04-16 00:00:00.0000000,2019-04-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12344,50100123,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Violations were cited in the following area(s).,34,Pre-permit (Operational) / Initial Inspection,N,NULL,2020-01-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12345,41599083,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,22,Cycle Inspection / Re-inspection,B,2018-12-20 00:00:00.0000000,2018-12-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12346,50081631,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2019-11-07 00:00:00.0000000,2019-11-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12347,50066554,02B,Hot TCS food item not held at or above 140 °F.,Violations were cited in the following area(s).,37,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-27 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12348,50000956,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,25,Cycle Inspection / Initial Inspection,NULL,NULL,2020-02-05 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12349,41720707,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,16,Cycle Inspection / Initial Inspection,NULL,NULL,2020-01-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12350,40931927,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,26,Cycle Inspection / Initial Inspection,NULL,NULL,2019-06-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12351,50053535,20F,Current letter grade sign not posted.,Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Re-inspection,NULL,NULL,2017-10-31 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12352,50110957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900-01-01 00:00:00.0000000,Not Applicable,2022-08-27 06:00:16.0000000
12353,50007382,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,44,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-13 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12354,41610260,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,11,Cycle Inspection / Re-inspection,A,2019-11-04 00:00:00.0000000,2019-11-04 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12355,50124618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900-01-01 00:00:00.0000000,Not Applicable,2022-08-27 06:00:16.0000000
12356,41311307,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,37,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12357,50115957,10J,Hand wash sign not posted,Violations were cited in the following area(s).,46,Pre-permit (Non-operational) / Initial Inspection,NULL,NULL,2022-01-27 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12358,50078041,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,21,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12359,40369482,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2019-06-11 00:00:00.0000000,2019-06-11 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12360,50035269,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,5,Cycle Inspection / Initial Inspection,A,2022-04-06 00:00:00.0000000,2022-04-06 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
