column1,camis,dba,boro,building,street,zipcode,phone,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,cuisine_description
164300,40563475,MAMOUN FALAFEL,Manhattan,119,MACDOUGAL STREET,10012,2126748685,40.73020553588867,-74.00032043457031,102,01,6500,1008746,1005430021,MN23,Middle Eastern
217493,40564625,WAKAMBA,Manhattan,543,8 AVENUE,10018,2125642042,40.75425338745117,-73.9919662475586,104,03,11100,1013621,1007610032,MN13,American
167552,40564701,DOMINO'S,Manhattan,943,1 AVENUE,10022,2127596600,40.75503158569336,-73.96531677246094,106,04,9800,1039661,1013440030,MN19,Pizza
170456,40564842,LA CABANA ARGENTINA,Queens,8607,NORTHERN BOULEVARD,11372,7184265977,40.7559700012207,-73.8814697265625,403,25,33700,4034747,4014160044,QN28,Latin American
218285,40564858,MURPHY'S LAW,Manhattan,417,EAST   70 STREET,10021,2126283724,40.76624298095703,-73.95635223388672,108,05,12400,1045814,1014650013,MN31,Irish
241155,40565141,CARAVAN CHICKEN,Queens,35-01,BROADWAY,11106,7185453980,40.76041793823242,-73.92206573486328,401,22,6100,4009768,4006480008,QN70,Chicken
246493,40566335,CARRY ON TEA & SYMPATHY,Manhattan,110,GREENWICH AVENUE,10011,2128078329,40.73841094970703,-74.00218963623047,102,03,7700,1011090,1006170036,MN23,English
213619,40566431,CONNIE O'S,Brooklyn,158,NORMAN AVENUE,11222,9175787959,40.72663116455078,-73.94808197021484,301,33,57100,3066258,3026510003,BK76,American
242242,40566617,STARBUCKS,Manhattan,750,7 AVENUE,10019,2129740032,40.760746002197266,-73.98352813720703,105,04,12500,1024795,1010210026,MN17,Coffee/Tea
133230,40566621,STARBUCKS,Staten Island,2530,HYLAN BOULEVARD,10306,7189798608,40.570011138916016,-74.11019897460938,502,50,12804,5161539,5039600007,SI45,Coffee/Tea
204337,40566706,LA PERLA MEXICANA,Bronx,281,EAST  149 STREET,10451,7185856425,40.817142486572266,-73.92179870605469,201,17,6500,2091155,2023310072,BX34,Mexican
243871,40567158,CAFFE NAPOLI,Manhattan,191,HESTER STREET,10013,2122268705,40.718116760253906,-73.997802734375,102,01,4100,1003098,1002370036,MN24,Italian
246069,40567189,USULUTECO RESTAURANT,Brooklyn,4017,5 AVENUE,11232,7184368025,40.650543212890625,-74.00463104248047,307,38,8800,3017967,3009170003,BK34,Latin American
176215,40567856,STARBUCKS,Queens,6151,188 STREET,11365,7182640658,40.739376068115234,-73.78575897216797,408,23,134700,4444049,4071170004,QN41,Coffee/Tea
238303,40568591,FACES & NAMES,Manhattan,161,WEST   54 STREET,10019,2125869311,40.76329803466797,-73.98072814941406,105,04,13700,1023382,1010070001,MN17,American
210249,40568945,WENDY'S,Queens,13841,JAMAICA AVENUE,11435,7185265944,40.702537536621094,-73.81390380859375,412,24,21400,4206343,4096200040,QN35,Hamburgers
244775,40568949,WENDY'S,Queens,21944,HILLSIDE AVENUE,11427,7184795151,40.73013687133789,-73.7441635131836,413,23,55200,4228872,4106800006,QN34,Hamburgers
195641,40568953,WENDY'S,Queens,4416,QUEENS BOULEVARD,11104,7183611418,40.74332809448242,-73.9203109741211,402,26,18300,4436668,4001660035,QN31,Hamburgers
244835,40569008,EL RIO GRANDE,Manhattan,160,EAST   38 STREET,10016,2128670922,40.7484130859375,-73.97672271728516,106,04,8000,1019099,1008930041,MN20,Mexican
240172,40569633,BOCCA DI BACCO,Manhattan,635,NINTH AVENUE,10036,2122622525,40.76014709472656,-73.99138641357422,104,03,12100,1026419,1010540034,MN15,Italian
239865,40569838,GLEN ROY BAR AND GRILL,Bronx,145,EAST  149 STREET,10451,7189939804,40.81874465942383,-73.92802429199219,204,08,6300,2001062,2023470038,BX63,American
192338,40570278,STARBUCKS,Manhattan,370,7 AVENUE,10001,2129672041,40.748783111572266,-73.99224090576172,105,03,10100,1014343,1007800036,MN17,Coffee/Tea
246818,40570634,AN BEAL BOCHT CAFE,Bronx,445,WEST  238 STREET,10463,7188847127,40.8872184753418,-73.90473175048828,208,11,33500,2087582,2057790801,BX22,American
230467,40570775,STARBUCKS,Manhattan,48,WEST   73 STREET,10023,2125797834,40.77772903442383,-73.97746276855469,107,06,15700,1028646,1011250062,MN14,Coffee/Tea
217329,40570910,DIAMANTE POBLANO RESTAURANT,Bronx,2431,JEROME AVENUE,10468,7183295240,40.86207962036133,-73.901611328125,207,14,25300,2014332,2031990098,BX30,Mexican
239930,40570920,PADDY REILLY'S BAR,Manhattan,519,2 AVENUE,10016,2126861210,40.74155044555664,-73.97824096679688,106,02,6600,1019902,1009090034,MN20,Bottled Beverages
56107,40571081,ARCHER SPORTS BAR,Bronx,1511,WHITE PLAINS ROAD,10462,3472936815,40.83839797973633,-73.86365509033203,209,18,21601,2028682,2039230039,BX08,American
243482,40571082,NATIONAL ARTS CLUB,Manhattan,15,GRAMERCY PARK SOUTH,10003,2124772389,40.73777770996094,-73.98648071289062,106,02,5000,1090418,1008750070,MN21,American
232889,40571128,THE HEIGHTS BAR & GRILL,Manhattan,2867,BROADWAY,10025,2128667035,40.8050651550293,-73.96604919433594,109,07,19900,1057328,1018940049,MN09,Tex-Mex
219406,40571528,GEORGES RESTAURANT,Brooklyn,5701,5 AVENUE,11220,7184391403,40.64108657836914,-74.01447296142578,307,38,10200,3015722,3008480008,BK34,American
244327,40572049,EL DORADO SPORTS LOUNGE,Queens,108-15,LIBERTY AVENUE,11419,3479521038,40.68399429321289,-73.83303833007812,410,28,9800,4201711,4095130029,QN55,Caribbean
184445,40572098,THE SPRING LOUNGE,Manhattan,48,SPRING STREET,10012,2129651774,40.721988677978516,-73.99640655517578,102,01,4100,1007200,1004810022,MN24,American
222606,40572406,SHAMROCK INN,Bronx,1729,CROSBY AVENUE,10461,7188228889,40.84589385986328,-73.83154296875,210,13,26602,2046099,2041690026,BX10,Irish
240723,40572494,BURGER KING,Queens,3310,ASTORIA BOULEVARD,11103,7186265632,40.76968002319336,-73.9162368774414,401,22,6501,4009294,4006310026,QN70,Hamburgers
14451,40572951,WESTSIDE THEATRE,Manhattan,407,WEST   43 STREET,10036,2123152302,40.75937271118164,-73.9927749633789,104,03,12100,1026362,1010530027,MN15,American
241026,40572960,RIO DE LA PLATA BAKERY,Queens,9465,CORONA AVE,11373,7182715422,40.74230194091797,-73.86946868896484,404,25,46100,4040163,4016040052,QN29,Bakery Products/Desserts
224378,40573101,NEW WAH KITCHEN,Bronx,1474,WESTCHESTER AVENUE,10472,7185890625,40.828392028808594,-73.88133239746094,209,17,5200,2023763,2037370042,BX55,Chinese
246263,40573138,TAVERN ON JANE,Manhattan,31,8 AVENUE,10014,2126752526,40.7381706237793,-74.00413513183594,102,03,7700,1011662,1006260046,MN23,American
226439,40573309,THE GATE,Brooklyn,321,FIFTH AVENUE,11215,7187684329,40.67264938354492,-73.98339080810547,306,39,13500,3021066,3009820009,BK37,American
244959,40573338,CRAB SHANTY,Bronx,361,CITY ISLAND AVENUE,10464,7188851810,40.8486442565918,-73.78701782226562,210,13,51600,2082325,2056330137,BX10,Seafood
246495,40573412,THE TRIAD,Manhattan,158,WEST   72 STREET,10023,2123622590,40.77815246582031,-73.9805908203125,107,06,15700,1029898,1011430056,MN14,American
136270,40573507,NICOLA'S RESTAURANT,Manhattan,146,EAST   84 STREET,10028,2122499850,40.77798843383789,-73.95613098144531,108,05,14000,1047658,1015120049,MN40,Italian
219385,40573715,HUDSON BAR AND BOOKS,Manhattan,636,HUDSON STREET,10014,2122292642,40.73865509033203,-74.00550079345703,102,03,7700,1011651,1006260027,MN23,American
214226,40574150,WHITESTONE BAGEL FACTORY,Queens,2417,149 STREET,11357,7187627700,40.77686309814453,-73.81757354736328,407,19,104700,4106161,4046750009,QN51,Sandwiches
209662,40574293,LA BONBONNIERE,Manhattan,28,8 AVENUE,10014,2127419266,40.73775863647461,-74.00457000732422,102,03,7700,1078202,1006250052,MN23,American
192247,40574346,HALE & HEARTY SOUP,Manhattan,75,9 AVENUE,10011,2122552400,40.74187088012695,-74.00471496582031,104,03,8300,1012541,1007130001,MN13,Soups/Salads/Sandwiches
239150,40574423,TOPAZE RESTAURANT,Brooklyn,428,EAST   48 STREET,11203,7186936328,40.651241302490234,-73.93228912353516,317,45,86000,3337073,3046950009,BK91,Caribbean
224397,40574474,MEZCALS RESTAURANT,Brooklyn,223,5 AVENUE,11215,7187833276,40.67586135864258,-73.98081970214844,306,39,13300,3020108,3009560001,BK37,Mexican
237560,40574680,PETE'S PLACE PIZZA,Brooklyn,5620,1 AVENUE,11220,7186805858,40.64689636230469,-74.0228042602539,307,38,1800,3014853,3008270001,BK32,Pizza
239231,40574733,VINNY'S OF CARROLL GARDEN RESTAURANT & LUNCHEONETT,Brooklyn,295,SMITH STREET,11231,7188755600,40.68191909790039,-73.99370574951172,306,39,7500,3007055,3004290004,BK33,Italian
244069,40574871,BALTHAZAR RESTAURANT,Manhattan,80,SPRING STREET,10012,2129651785,40.72270202636719,-73.99810791015625,102,01,4500,1007238,1004830017,MN24,French
244695,40574872,BALTHAZAR BAKERY,Manhattan,80,SPRING STREET,10012,2129651785,40.72270202636719,-73.99810791015625,102,01,4500,1007238,1004830017,MN24,Bakery Products/Desserts
246128,40575487,NAPOLI PIZZA,Brooklyn,254,LIVONIA AVENUE,11212,7183859153,40.662601470947266,-73.90849304199219,316,42,91800,3082153,3035900016,BK81,Pizza
238155,40575863,FAMOUS JOE'S PIZZA,Manhattan,7,CARMINE STREET,10014,2123661182,40.730464935302734,-74.00204467773438,102,03,6700,1010082,1005890045,MN23,Pizza
130922,40576002,WHITE CASTLE,Queens,8903,57 AVENUE,11373,7184260618,40.734527587890625,-73.87293243408203,404,25,68300,4045576,4018450041,QN29,Hamburgers
122923,40576044,CIPRIANI DOWNTOWN RESTAURANT,Manhattan,376,WEST BROADWAY,10012,2123430999,40.72376251220703,-74.00260162353516,102,01,4700,1007338,1004880034,MN24,Italian
184637,40576056,BARRY'S RESTAURANT,Bronx,707,EAST  235 STREET,10466,3476037507,40.894744873046875,-73.85614013671875,212,11,43400,2100887,2049990049,BX62,Caribbean
245761,40576150,FELICE 64 WINE BAR,Manhattan,1166,1 AVENUE,10065,2125932223,40.762638092041016,-73.95974731445312,108,05,10602,1045387,1014580045,MN31,Italian
200212,40576196,MARIELLA PIZZA,Manhattan,965,LEXINGTON AVENUE,10021,2122492065,40.76923751831055,-73.96305084228516,108,04,12800,1042762,1014050121,MN40,Pizza
156325,40576251,MC GUINNESS'S,Queens,4423,QUEENS BOULEVARD,11104,7187299617,40.743343353271484,-73.92027282714844,402,26,18300,4001919,4001617501,QN31,Irish
239415,40576260,HECTOR'S CAFE & DINER,Manhattan,44,LITTLE WEST   12 STREET,10014,2122067592,40.740291595458984,-74.00797271728516,102,03,7900,1089241,1006440001,MN23,American
230863,40576403,MAYA,Manhattan,1191,1 AVENUE,10065,2125851818,40.7630500793457,-73.95948028564453,108,05,11800,1044696,1014390030,MN31,Mexican
185906,40576554,LE SINGE,Manhattan,160,7 AVENUE,10011,2123664100,40.7419548034668,-73.9972152709961,104,03,8700,1068149,1007697503,MN13,French
248011,40576810,JERK HUT,Queens,23107,MERRICK BOULEVARD,11413,7187125910,40.67571258544922,-73.73924255371094,413,31,61800,4279451,4129700006,QN66,Caribbean
240987,40576812,BEL-AIRE DINER,Queens,3191,21 STREET,11106,7187213160,40.76536178588867,-73.9315414428711,401,22,7700,4006385,4005540015,QN70,American
226204,40577007,ACME BAR & GRILL,Manhattan,9,GREAT JONES STREET,10012,2122032121,40.727413177490234,-73.9939193725586,102,01,5502,1008475,1005300012,MN23,American
245457,40577204,IMPERIAL BIKER BAR,Brooklyn,652,FRANKLIN AVENUE,11238,9176820969,40.67610549926758,-73.95600891113281,308,35,30500,3028313,3011490059,BK61,American
172613,40577362,GINO'S PIZZA,Brooklyn,831,FLATBUSH AVENUE,11226,7182878800,40.65225601196289,-73.95916748046875,314,40,79602,3335777,3050830001,BK60,Pizza
174199,40577535,ESTIATORIO MILOS,Manhattan,125,WEST   55 STREET,10019,2122457400,40.76350784301758,-73.97927856445312,105,04,13700,1076176,1010080019,MN17,Greek
246230,40578058,PHO BAC VIETNAMESE SEAFOOD CUISINE,Queens,82-78,BROADWAY,11373,7186390000,40.741519927978516,-73.88059997558594,404,25,48500,4439095,4015350095,QN50,Southeast Asian
132836,40578092,COSTELLO'S CLADDAGH INN,Brooklyn,3042,NOSTRAND AVENUE,11229,7183779798,40.61028289794922,-73.9437255859375,315,48,64200,3182785,3067920037,BK44,Irish
155797,40578252,OSTERIA LAGUNA,Manhattan,209,EAST   42 STREET,10017,2125570001,40.75056457519531,-73.97396087646484,106,04,8800,1037550,1013167501,MN19,Italian
247479,40578388,GIRALDA BAKERY,Bronx,1035,EAST  163 STREET,10459,7189918120,40.82099151611328,-73.89131927490234,202,17,11900,2094367,2027420003,BX27,Bakery Products/Desserts
219311,40578433,VILLA RUSSO,Queens,11816,101 AVENUE,11419,7188490990,40.689762115478516,-73.82662200927734,409,28,10600,4200523,4094860008,QN55,Italian
245479,40578773,JOHN'S PIZZA,Manhattan,260,WEST   44 STREET,10036,2123917560,40.75811767578125,-73.98789978027344,105,03,11900,1024710,1010150059,MN17,Pizza
247508,40579607,PAUL & JIMMY'S RESTAURANT,Manhattan,123,EAST   18 STREET,10003,2124759540,40.736602783203125,-73.9872817993164,105,02,5000,1017867,1008740015,MN21,Italian
245115,40579745,CHICKEN HOLIDAY EXPRESS,Staten Island,3785,VICTORY BOULEVARD,10314,7184942442,40.5973014831543,-74.1817626953125,502,50,29102,5042067,5027860029,SI05,Chicken
221944,40579797,THINK SWEET CAFE,Brooklyn,546,KINGS HIGHWAY,11223,7186453473,40.6045036315918,-73.96935272216797,315,47,41402,3178595,3066810230,BK25,Jewish/Kosher
223801,40579869,LUCKY DELI,Manhattan,12,EAST   37 STREET,10016,2122131370,40.74993133544922,-73.98223876953125,105,04,8200,1017188,1008660067,MN20,Sandwiches
239257,40580298,HILLSTONE,Manhattan,153,EAST   53 STREET,10022,2128883828,40.758140563964844,-73.9704360961914,106,04,10000,1036474,1013087501,MN19,American
201763,40580683,THE ORIGINAL PIZZA OF AVENUE L,Brooklyn,9514,AVENUE L,11236,7185313559,40.637786865234375,-73.89664459228516,318,46,101000,3232739,3082600039,BK50,Pizza
247562,40581363,BALLATO'S RESTAURANT,Manhattan,55,EAST HOUSTON STREET,10012,2122748881,40.72471618652344,-73.99429321289062,102,01,4300,1007922,1005090026,MN24,Italian
202066,40581382,STARBUCKS,Manhattan,2045,BROADWAY,10023,2124961551,40.777587890625,-73.98240661621094,107,06,15900,1030373,1011620029,MN14,Coffee/Tea
220580,40581387,STARBUCKS COFFEE #7358,Brooklyn,50,COURT STREET,11201,7188550369,40.69230651855469,-73.99109649658203,302,33,900,3002549,3002650043,BK09,Coffee/Tea
199354,40581692,MAZ MEZCAL,Manhattan,316,EAST   86 STREET,10028,2124721599,40.77759552001953,-73.95111846923828,108,05,14601,1076328,1015487501,MN32,Mexican
169975,40581729,BONO'S CAFE,Manhattan,35,EAST   28 STREET,10016,2122139119,40.74383544921875,-73.98528289794922,105,02,7400,1016903,1008580029,MN17,Sandwiches
225005,40581917,EMPORIUM BRASIL RESTAURANT,Manhattan,15,WEST   46 STREET,10036,2127644646,40.756370544433594,-73.97982788085938,105,04,9600,1034327,1012620027,MN17,Brazilian
246115,40582103,MAMA'S FRIED CHICKEN,Manhattan,2158,8 AVENUE,10026,2125314595,40.80472183227539,-73.95513153076172,110,09,21800,1058363,1019220001,MN11,Chicken
241716,40582271,LECHON HORNADO ECUATORIANO,Queens,76-18,ROOSEVELT AVENUE,11372,7182057357,40.74705123901367,-73.88932037353516,404,25,26700,4036751,4014870006,QN29,Latin American
240674,40582335,WAYS AND MEANS,Manhattan,167,BLEECKER STREET,10012,2122607993,40.728702545166016,-74.000244140625,102,01,6500,1008686,1005390041,MN23,American
234223,40584030,HALE & HEARTY SOUP,Manhattan,55,WEST   56 STREET,10019,2122459200,40.76301956176758,-73.97618103027344,105,04,11201,1035057,1012720063,MN17,Soups/Salads/Sandwiches
241617,40584158,GLENDALE BAKESHOP & CAFE,Queens,6925,GRAND AVENUE,11378,7184572006,40.72639846801758,-73.89454650878906,405,30,49302,4058536,4025000055,QN30,Bakery Products/Desserts
227757,40584579,LENNY & JOHN'S PIZZA,Brooklyn,2036,FLATBUSH AVENUE,11234,7182529710,40.620277404785156,-73.93437957763672,318,45,65000,3219340,3078610056,BK58,Pizza
245667,40585102,NEW CAPITAL RESTAURANT,Bronx,2,WEST KINGSBRIDGE ROAD,10468,7185849234,40.86749267578125,-73.89757537841797,207,14,26500,2014396,2032020035,BX30,American
238524,40585479,CASANOVA RESTAURANT,Brooklyn,338,MC GUINESS BOULEVARD,11222,7183890990,40.73408889770508,-73.95227813720703,301,33,57900,3064086,3025140001,BK76,Italian
73058,40585860,N.Y. LIFE EXECUTIVE DINING ROOM .,Manhattan,51,MADISON AVENUE,10010,2125765359,40.74301528930664,-73.98640441894531,105,02,5600,1016880,1008560024,MN13,American
231534,40585966,GUY & GALLARD,Manhattan,120,EAST   34 STREET,10016,2126843898,40.74665451049805,-73.98036193847656,105,02,7200,1018513,1008890068,MN20,American
246474,40586000,ZARO'S BREAD BASKET,Manhattan,89,EAST   42 STREET,10017,2122920162,40.75209426879883,-73.97760772705078,105,04,9200,1035381,1012800001,MN19,Bakery Products/Desserts
240260,40586094,GENESIS # 1 WEST INDIAN,Queens,16223,HILLSIDE AVENUE,11432,7187398443,40.70852279663086,-73.79994201660156,408,24,44602,4209091,4097710029,QN61,Caribbean
211226,40586239,BROADWAY BAGEL,Manhattan,2658,BROADWAY,10025,2126620231,40.797733306884766,-73.96951293945312,107,07,18700,1056485,1018720043,MN12,Bagels/Pretzels
227592,40586621,PEARL,Manhattan,18,CORNELIA STREET,10014,2126918211,40.731510162353516,-74.00186157226562,102,03,6700,1077813,1005890017,MN23,Seafood
236824,40586834,PERFECTO PIZZA & COFFEE SHOP,Queens,16923,JAMAICA AVE,11432,7186585309,40.70696258544922,-73.79048156738281,412,27,46000,4209700,4098020001,QN61,American
246019,40587273,DUNKIN,Queens,4513,QUEENS BOULEVARD,11104,7184827282,40.74324035644531,-73.9194107055664,402,26,18300,4001895,4001600005,QN31,American
213881,40587698,STARBUCKS,Manhattan,540,COLUMBUS AVENUE,10024,2124964163,40.78658676147461,-73.97210693359375,107,06,17300,1032201,1012170035,MN12,Coffee/Tea
192919,40587714,STARBUCKS COFFEE,Manhattan,757,3 AVENUE,10017,2127159884,40.7540283203125,-73.97205352783203,106,04,9000,1037986,1013210001,MN19,Coffee/Tea
228702,40587835,MCLOUGHLINS BAR,Queens,3106,BROADWAY,11106,7182789714,40.76188659667969,-73.92523193359375,401,22,5900,4008257,4006110033,QN70,Irish
155522,40587915,GINO'S PIZZERIA,Queens,15846,CROSSBAY BOULEVARD,11414,7187384113,40.66004180908203,-73.84009552001953,410,32,89200,4293048,4139910027,QN57,Pizza
172457,40588072,CIRO'S PIZZA,Queens,11319,BEACH CHANNEL DRIVE,11694,7184748068,40.58240509033203,-73.83606719970703,414,32,93800,4303766,4161660434,QN10,Pizza
232553,40589507,CONNECTICUT MUFFIN,Brooklyn,206,PROSPECT PARK WEST,11215,7189652067,40.66081619262695,-73.98013305664062,307,39,16900,3026707,3011050038,BK40,Bakery Products/Desserts
242672,40589546,EL CHIVITO D'ORO III,Queens,8402,37 AVENUE,11372,7184240600,40.749942779541016,-73.88229370117188,403,21,28100,4036228,4014720001,QN28,Spanish
191578,40591269,STARBUCKS,Manhattan,195,BROADWAY,10007,2123851104,40.71052932739258,-74.0093765258789,101,01,1300,1001227,1000800001,MN25,Coffee/Tea
243888,40591271,101 DELI,Queens,10016,ROCKAWAY BEACH BOULEVARD,11694,7186341121,40.583656311035156,-73.821533203125,414,32,94201,4303700,4161560001,QN10,Sandwiches
240809,40591344,TRIANGOLO PIZZERIA,Brooklyn,1017,MANHATTAN AVENUE,11222,7183895885,40.73362731933594,-73.954833984375,301,33,56300,3064144,3025220040,BK76,Pizza
231469,40591492,LOVELL'S GUIDING LIGHT,Queens,14833,HILLSIDE AVENUE,11435,7182973153,40.7061767578125,-73.80818176269531,408,24,23800,4207417,4097040053,QN61,American
199023,40591519,ALEX'S KITCHEN,Staten Island,170,SOUTH AVENUE,10303,3475241096,40.63552474975586,-74.16621398925781,501,49,32300,5028478,5012660046,SI12,Soul Food
179072,40591607,PUMPS EXOTIC BAR,Brooklyn,1077,GRAND STREET,11211,7185992474,40.71390914916992,-73.9327392578125,301,34,44900,NULL,3,BK90,American
170681,40592117,THE OTHEROOM,Manhattan,143,PERRY STREET,10014,2126459758,40.73487091064453,-74.00798797607422,102,03,7500,1011869,1006330034,MN23,American
222098,40592181,MCDONALD'S,Bronx,1515,WILLIAMSBRIDGE ROAD,10461,7184091670,40.844764709472656,-73.84654998779297,211,13,25600,2044164,2040790001,BX37,Hamburgers
183799,40592207,PICASSO PIZZERIA,Manhattan,303,SOUTH END AVENUE,10280,2123212616,40.71024703979492,-74.01632690429688,101,01,31704,1085492,1000160001,MN25,Pizza
228158,40592285,BOWLMOR CHELSEA PIERS,Manhattan,60,CHELSEA PIERS,10011,2128352695,40.74799346923828,-74.00849914550781,104,03,9900,1000000,1006620011,MN13,American
219507,40592296,3 DELI & GRILL,Manhattan,133,EAST   55 STREET,10022,2124863272,40.75972366333008,-73.97030639648438,105,04,10000,1036511,1013100014,MN19,American
